"vehicle_make_name","Frequency","sas_yr_of_crsh","sas_mnth_of_crsh"
"Subaru","65","2016","Jan"
"Subaru","47","2016","Feb"
"Subaru","46","2016","Mar"
"Subaru","33","2016","Apr"
"Subaru","40","2016","May"
"Subaru","51","2016","Jun"
"Subaru","54","2016","Jul"
"Subaru","57","2016","Aug"
"Subaru","48","2016","Sep"
"Subaru","49","2016","Oct"
"Subaru","73","2016","Nov"
"Subaru","47","2016","Dec"
"Suzuki","42","2015","Jan"
"Suzuki","42","2015","Feb"
"Suzuki","73","2015","Mar"
"Suzuki","73","2015","Apr"
"Suzuki","90","2015","May"
"Suzuki","114","2015","Jun"
"Suzuki","129","2015","Jul"
"Suzuki","118","2015","Aug"
"Suzuki","99","2015","Sep"
"Suzuki","86","2015","Oct"
"Suzuki","66","2015","Nov"
"Suzuki","67","2015","Dec"
"Suzuki","32","2016","Jan"
"Suzuki","52","2016","Feb"
"Suzuki","62","2016","Mar"
"Suzuki","80","2016","Apr"
"Suzuki","106","2016","May"
"Suzuki","89","2016","Jun"
"Suzuki","104","2016","Jul"
"Suzuki","97","2016","Aug"
"Suzuki","100","2016","Sep"
"Suzuki","91","2016","Oct"
"Suzuki","61","2016","Nov"
"Suzuki","38","2016","Dec"
"Thomas Built","2","2015","Jan"
"Thomas Built","10","2015","Feb"
"Thomas Built","6","2015","Apr"
"Thomas Built","4","2015","May"
"Thomas Built","3","2015","Jun"
"Thomas Built","21","2015","Sep"
"Thomas Built","31","2015","Oct"
"Thomas Built","1","2015","Nov"
"Thomas Built","1","2016","Mar"
"Thomas Built","2","2016","Apr"
"Thomas Built","1","2016","May"
"Thomas Built","1","2016","Jun"
"Thomas Built","2","2016","Jul"
"Thomas Built","9","2016","Aug"
"Thomas Built","1","2016","Sep"
"Thomas Built","8","2016","Oct"
"Thomas Built","39","2016","Nov"
"Thomas Built","1","2016","Dec"
"Toyota","434","2015","Jan"
"Toyota","384","2015","Feb"
"Toyota","391","2015","Mar"
"Toyota","413","2015","Apr"
"Toyota","471","2015","May"
"Toyota","515","2015","Jun"
"Toyota","654","2015","Jul"
"Toyota","569","2015","Aug"
"Toyota","460","2015","Sep"
"Toyota","588","2015","Oct"
"Toyota","575","2015","Nov"
"Toyota","535","2015","Dec"
"Toyota","415","2016","Jan"
"Toyota","437","2016","Feb"
"Toyota","537","2016","Mar"
"Toyota","487","2016","Apr"
"Toyota","557","2016","May"
"Toyota","580","2016","Jun"
"Toyota","565","2016","Jul"
"Toyota","563","2016","Aug"
"Toyota","534","2016","Sep"
"Toyota","625","2016","Oct"
"Toyota","551","2016","Nov"
"Toyota","607","2016","Dec"
"Triumph","2","2015","Jan"
"Triumph","4","2015","Feb"
"Triumph","2","2015","Mar"
"Triumph","2","2015","Apr"
"Triumph","4","2015","May"
"Triumph","4","2015","Jun"
"Triumph","7","2015","Jul"
"Triumph","14","2015","Aug"
"Triumph","9","2015","Sep"
"Triumph","4","2015","Oct"
"Triumph","5","2015","Nov"
"Triumph","5","2015","Dec"
"Triumph","6","2016","Jan"
"Triumph","2","2016","Feb"
"Triumph","3","2016","Mar"
"Triumph","9","2016","Apr"
"Triumph","6","2016","May"
"Triumph","2","2016","Jun"
"Triumph","12","2016","Jul"
"Triumph","4","2016","Aug"
"Triumph","10","2016","Sep"
"Triumph","7","2016","Oct"
"Triumph","4","2016","Nov"
"Triumph","3","2016","Dec"
"Unknown Make","72","2015","Jan"
"Unknown Make","61","2015","Feb"
"Unknown Make","56","2015","Mar"
"Unknown Make","74","2015","Apr"
"Unknown Make","70","2015","May"
"Unknown Make","121","2015","Jun"
"Unknown Make","82","2015","Jul"
"Unknown Make","85","2015","Aug"
"Unknown Make","102","2015","Sep"
"Unknown Make","105","2015","Oct"
"Unknown Make","79","2015","Nov"
"Unknown Make","151","2015","Dec"
"Unknown Make","76","2016","Jan"
"Unknown Make","79","2016","Feb"
"Unknown Make","76","2016","Mar"
"Unknown Make","81","2016","Apr"
"Unknown Make","75","2016","May"
"Unknown Make","85","2016","Jun"
"Unknown Make","90","2016","Jul"
"Unknown Make","99","2016","Aug"
"Unknown Make","104","2016","Sep"
"Unknown Make","88","2016","Oct"
"Unknown Make","91","2016","Nov"
"Unknown Make","112","2016","Dec"
"Victory","3","2015","Jan"
"Victory","3","2015","Feb"
"Victory","3","2015","Mar"
"Victory","5","2015","Apr"
"Victory","3","2015","May"
"Victory","4","2015","Jun"
"Victory","5","2015","Jul"
"Victory","2","2015","Aug"
"Victory","8","2015","Sep"
"Victory","1","2015","Oct"
"Victory","3","2015","Nov"
"Victory","1","2015","Dec"
"Victory","3","2016","Mar"
"Victory","4","2016","Apr"
"Victory","8","2016","May"
"Victory","6","2016","Jun"
"Victory","5","2016","Jul"
"Victory","8","2016","Aug"
"Victory","6","2016","Sep"
"Victory","4","2016","Oct"
"Victory","1","2016","Nov"
"Victory","1","2016","Dec"
"Volkswagen","71","2015","Jan"
"Volkswagen","34","2015","Feb"
"Volkswagen","60","2015","Mar"
"Volkswagen","73","2015","Apr"
"Volkswagen","61","2015","May"
"Volkswagen","81","2015","Jun"
"Volkswagen","76","2015","Jul"
"Volkswagen","94","2015","Aug"
"Volkswagen","43","2015","Sep"
"Volkswagen","59","2015","Oct"
"Volkswagen","95","2015","Nov"
"Volkswagen","58","2015","Dec"
"Volkswagen","57","2016","Jan"
"Volkswagen","58","2016","Feb"
"Volkswagen","57","2016","Mar"
"Volkswagen","40","2016","Apr"
"Volkswagen","84","2016","May"
"Volkswagen","62","2016","Jun"
"Volkswagen","68","2016","Jul"
"Volkswagen","78","2016","Aug"
"Volkswagen","85","2016","Sep"
"Volkswagen","65","2016","Oct"
"Volkswagen","61","2016","Nov"
"Volkswagen","77","2016","Dec"
"Volvo","45","2015","Jan"
"Volvo","51","2015","Feb"
"Volvo","62","2015","Mar"
"Volvo","35","2015","Apr"
"Volvo","51","2015","May"
"Volvo","63","2015","Jun"
"Volvo","58","2015","Jul"
"Volvo","50","2015","Aug"
"Volvo","73","2015","Sep"
"Volvo","58","2015","Oct"
"Volvo","50","2015","Nov"
"Volvo","51","2015","Dec"
"Volvo","52","2016","Jan"
"Volvo","44","2016","Feb"
"Volvo","45","2016","Mar"
"Volvo","55","2016","Apr"
"Volvo","57","2016","May"
"Volvo","69","2016","Jun"
"Volvo","62","2016","Jul"
"Volvo","52","2016","Aug"
"Volvo","61","2016","Sep"
"Volvo","52","2016","Oct"
"Volvo","58","2016","Nov"
"Volvo","73","2016","Dec"
"White/Autocar, White/GMC","1","2015","Feb"
"White/Autocar, White/GMC","2","2015","Mar"
"White/Autocar, White/GMC","3","2015","May"
"White/Autocar, White/GMC","1","2015","Jun"
"White/Autocar, White/GMC","1","2015","Jul"
"White/Autocar, White/GMC","2","2015","Aug"
"White/Autocar, White/GMC","2","2015","Oct"
"White/Autocar, White/GMC","1","2015","Dec"
"White/Autocar, White/GMC","1","2016","Feb"
"White/Autocar, White/GMC","1","2016","Mar"
"White/Autocar, White/GMC","2","2016","Apr"
"White/Autocar, White/GMC","1","2016","May"
"White/Autocar, White/GMC","1","2016","Jun"
"White/Autocar, White/GMC","15","2016","Jul"
"White/Autocar, White/GMC","3","2016","Sep"
"White/Autocar, White/GMC","6","2016","Oct"
"White/Autocar, White/GMC","4","2016","Nov"
"Yamaha","21","2015","Jan"
"Yamaha","24","2015","Feb"
"Yamaha","49","2015","Mar"
"Yamaha","80","2015","Apr"
"Yamaha","104","2015","May"
"Yamaha","72","2015","Jun"
"Yamaha","117","2015","Jul"
"Yamaha","95","2015","Aug"
"Yamaha","75","2015","Sep"
"Yamaha","72","2015","Oct"
"Yamaha","53","2015","Nov"
"Yamaha","38","2015","Dec"
"Yamaha","27","2016","Jan"
"Yamaha","34","2016","Feb"
"Yamaha","60","2016","Mar"
"Yamaha","61","2016","Apr"
"Yamaha","84","2016","May"
"Yamaha","99","2016","Jun"
"Yamaha","94","2016","Jul"
"Yamaha","95","2016","Aug"
"Yamaha","74","2016","Sep"
"Yamaha","89","2016","Oct"
"Yamaha","45","2016","Nov"
"Yamaha","28","2016","Dec"
